Apple IIGS Tool Descriptions - Listing by Tool Call Number


Cal Set
Num Num  Set Name         Call Name           Description
$06 $17  Std File Ops     _SFStatus             Indicates whether the Std File Ops Tool Set is active
$09 $17  Std File Ops     _SFGetFile            Displays the standard Open FIle dialog box & returns info about the file selected by user
$0A $17  Std File Ops     _SFPutFile            Displays standard Save File dialog box & returns info about the name of file to be saved
$0B $17  Std File Ops     _SFPGetFile           Displays custom Open File dialog box & returns info about file selected by user
$0C $17  Std File Ops     _SFPPutFile           Displays custom Save File dialog box & returns info about the name of file to be saved
$0D $17  Std File Ops     _SFAllCaps            Allows applicat. to decide if filenames will be displayed in all upper or upper/lowercase
$0E $17  Std File Ops     _SFGetFile2           Displays the standard Open File dialog box and returns information about the file selected by the user
$0F $17  Std File Ops     _SFPutFile2           Displays the standard Save File dialog box and returns the file specification entered by the user
$10 $17  Std File Ops     _SFPGetFile2          Displays a custom Open File dialog box and returns information about the file selected by the user
$11 $17  Std File Ops     _SFPPutFile2          Displays a custom Save File dialog box and returns information about the file specification entered by the user
$12 $17  Std File Ops     _SFShowinvisible      Controls the display of invisible files
$13 $17  Std File Ops     _SFReScan             Forces the system to rebuild and redisplay the current list of files
$14 $17  Std File Ops     _SFMultiGet2          Displays the standard Open Multifile dialog box and returns information about the file or files selected by the user
$15 $17  Std File Ops     _SFPMultiGet2         Displays a custom Open Multifile dialog box and returns information about the file or files selected by the user
 
Note Synthesizer

$01 $19  Note Synthesizer _NSBootInit           Initializes the Note Synthesizer; called only by Tool Locator (not application)
$02 $19  Note Synthesizer _NSStartUp            Starts up the Note Synthesizer for use by an application
$03 $19  Note Synthesizer _NSShutDown           Shuts down the Note Synthesizer
$04 $19  Note Synthesizer _NSVersion            Returns the version number of the Note Synthesizer
$05 $19  Note Synthesizer _NSReset              Resets the Note Synthesizer; called only on reset (not by application)
$06 $19  Note Synthesizer _NSStatus             Indicates whether the Note Synthesizer is active
$09 $19  Note Synthesizer _AllocGen             Requests allocation of a sound generator - returns a generator number from 0 to 13
$0A $19  Note Synthesizer _DeallocGen           Sets the named generator's allocation priority to zero
$0B $19  Note Synthesizer _NoteOn               Initiates generation of a note on a specified generator
$0C $19  Note Synthesizer _NoteOff              Switches the spec generator to release mode, which causes note being generated to die out
$0D $19  Note Synthesizer _AllNotesOff          Turns off all Note Synthesizer generators & sets their priorities to zero
$0E $19  Note Synthesizer _NSSetUpdateRate      Sets the Note Synthesizer's updateRate parameter
$0F $19  Note Synthesizer _NSSetUserUpdateRtn   Sets the user update routine

Note Sequencer

$01 $1A  Note Sequencer   _SeqBootInit          Initializes the Note Sequencer; called only by Tool Locator (not application)
$02 $1A  Note Sequencer   _SeqStartUp           Starts up the Note Sequencer for use by an application
$03 $1A  Note Sequencer   _SeqShutDown          Shuts down the Note Sequencer
$04 $1A  Note Sequencer   _SeqVersion           Returns the version number of the Note Sequencer
$05 $1A  Note Sequencer   _SeqReset             Resets the Note Sequencer; called only on reset (not by application)
$06 $1A  Note Sequencer   _SeqStatus            Indicates whether the Note Sequencer is active
$09 $1A  Note Sequencer   _SetIncr              Sets the Note Sequencer's increment value - used for temp control of a sequence
$0A $1A  Note Sequencer   _ClearIncr            Sets NS's increment value to zero, halting current sequence, & returns previous inc value
$0B $1A  Note Sequencer   _GetTimer             Returns the value of the Note Sequencer's tick counter
$0C $1A  Note Sequencer   _GetLoc               Returns certain info about the sequence that is playing
$0D $1A  Note Sequencer   _SeqAllNotesOff       Switches off all notes that are playing but doesn't stop the sequence
$0E $1A  Note Sequencer   _SetTrkInfo           Assigns instruments in current instrument table to logical tracks, & determines priority
$0F $1A  Note Sequencer   _StartSeq             Starts interpretation of a series of seqItems stored at address specified by "sequence"
$10 $1A  Note Sequencer   _StepSeq              Advances Note Sequencer to next seqItem in current sequence, executing current seqItems
$11 $1A  Note Sequencer   _StopSeq              Halts interpretation of a series of seqItems
$12 $1A  Note Sequencer   _SetInstTable         Sets the current instrument table to the one specified in instTable
$13 $1A  Note Sequencer   _StartInts            Enables interrupts - Restores normal functioning after call to StopInts
$14 $1A  Note Sequencer   _StopInts             Disables Note Synthesizer & Note Sequencer interrupts
$15 $1A  Note Sequencer   _StartSeqRel          This call differs from StartSeq in that it uses relative addressing from the beginning of the sequence

Font Manager

$01 $1B  Font Manager     _FMBootInit           Initializes the Font Manager; called only by Tool Locator (not application)
$02 $1B  Font Manager     _FMStartUp            Starts up the Font Manager for use by an application
$03 $1B  Font Manager     _FMShutDown           Shuts down the Font Manager
$04 $1B  Font Manager     _FMVersion            Returns the version number of the Font Manager
$05 $1B  Font Manager     _FMReset              Resets the Font Manager; called only on reset (not by application)
$06 $1B  Font Manager     _FMStatus             Indicates whether the Font Manager is active
$09 $1B  Font Manager     _CountFamilies        Returns total # of distinct font families currently available to FM that match given spec
$0A $1B  Font Manager     _FindFamily           Returns the number and name of a particular font family
$0B $1B  Font Manager     _GetFamInfo           Returns family name & characteristics of a font family with a spec family number
$0C $1B  Font Manager     _GetFamNum            Returns the family number corresponding to a specified font family name
$0D $1B  Font Manager     _AddFamily            Enables application to add a family number & name to Font Manager's list of known fonts
$0E $1B  Font Manager     _InstallFont          Finds spec font or best fit if spec font isn't available; loads or scales; makes current
$0F $1B  Font Manager     _SetPurgeStat         Makes a specified font in memory purgeable or unpurgeable
$10 $1B  Font Manager     _CountFonts           Returns number of fonts currently available to Font Manager that fit a spec description
$11 $1B  Font Manager     _FindFontStats        Returns the font ID and the characteristics of a particular font
$12 $1B  Font Manager     _LoadFont             Loads a spec font into memory (if not already there) & make it current & unpurgeable
$13 $1B  Font Manager     _LoadSysFont          Makes the system font the current font
$14 $1B  Font Manager     _AddFontVar           Enables application to add variation of preexisting font family to FM's available fonts
$15 $1B  Font Manager     _FixFontMenu          Appends the names of available font families to a specified menu
$16 $1B  Font Manager     _ChooseFont           Displays a dialog box enabling the user to select a new font, size, and style
$17 $1B  Font Manager     _ItemID2FamNum        Translates the menu item ID into a font family number
$18 $1B  Font Manager     _FMSetSysFont         Makes a specified font the system font
$19 $1B  Font Manager     _FMGetSysFID          Returns the font ID of the system font
$1A $1B  Font Manager     _FMGetCurFID          Returns the font ID of the current font
$1B $1B  Font Manager     _FamNum2ItemID        Translates a font family number into a menu item ID
$1C $1B  Font Manager     _InstallWithStats     Installs a font & returns info about that font
  
List Manager
  
$01 $1C  List Manager     _ListBootInit         Initializes the List Manager; called only by Tool Locater - not by application
$02 $1C  List Manager     _ListStartup          Starts up the List Manager for use by an application
$03 $1C  List Manager     _ListShutDown         Shuts down the List Manager when an application quits
$04 $1C  List Manager     _ListVersion          Returns the version number of the List Manager
$05 $1C  List Manager     _ListReset            Resets the List Manager; called only on system reset - not by application
$06 $1C  List Manager     _ListStatus           Indicates whether the List Manager is active
$09 $1C  List Manager     _CreateList           Creates a list control using a specified list record
$0A $1C  List Manager     _SortList             Alphabetizes a specified list by rearranging the array of member records
$0B $1C  List Manager     _NextMember           Searches spec list record, start w/spec member, & return ptr to member of nxt member found
$0C $1C  List Manager     _DrawMember           Draws one or all members of a specified list
$0D $1C  List Manager     _SelectMember         Select spec member, deselects other select members in list, scrolls list & put spec on top
$0E $1C  List Manager     _GetListDefProc       Returns a pointer to the list control's definition procedure
$0F $1C  List Manager     _ResetMember          Search spec list record, start w/first member, & returns ptr to member record, & deselects
$10 $1C  List Manager     _NewList              Resets the list control according to a specified list record
$11 $1C  List Manager     _DrawMember2          Draws one or all members of a specified list
$12 $1C  List Manager     _NextMember2          Searches a specified list record, returns the item number corresponding to the next selected item
$13 $1C  List Manager     _ResetMember2         Searches a specified list control, returns the item number of the first selected member in the list
$14 $1C  List Manager     _SelectMember2        Selects a specified member, deselects any other selected members of the list, scrolls the list display
$15 $1C  List Manager     _SortList2            Alphabetizes a specified list by rearranging the array of member records
$16 $1C  List Manager     _NewList2             Resets the list control according to a specified list record
$17 $1C  List Manager     _ListKey              Accepts keystrokes and jumps the selection around in the specified list appropriately
$18 $1C  List Manager     _CompareStrings       CompareStrings compares two Pascal strings

ACE Tool Set

$01 $1D  ACE Tool Set     _ACEBootInit          Initializes the ACE Tool Set; called only by Tool Locator (not by application)
$02 $1D  ACE Tool Set     _ACEStartUp           Starts up the ACE Tool Set for use by an application
$03 $1D  ACE Tool Set     _ACEShutDown          Shuts down the ACE Tool Set when an application quits
$04 $1D  ACE Tool Set     _ACEVersion           Returns the version number of the ACE Tool Set
$05 $1D  ACE Tool Set     _ACEReset             Resets the ACE Tool Set; called only on reset - not by application
$06 $1D  ACE Tool Set     _ACEStatus            Indicates whether the ACE Tool Set is active
$07 $1D  ACE Tool Set     _ACEInfo              Returns certain information about currently installed version of the ACE tools
$09 $1D  ACE Tool Set     _ACECompress          Compresses equivalent of NBlks of blocks of digital audio data & stores at spec location
$0A $1D  ACE Tool Set     _ACEExpand            Decompresses a previously compressed Audio Sample, using spec method, & stores at spec loc
$0B $1D  ACE Tool Set     _ACECompBegin         Prepares the ACE tools to compress a new audio sequence
$0C $1D  ACE Tool Set     _ACEExpBegin          Prepares ACE to expand a new sequence
$0D $1D  ACE Tool Set     _ACEGetExpState       Gets the first 16 bytes of the expansion buffer
$0E $1D  ACE Tool Set     _ACESetExpState       Copies the first 16 bytes to the expansion buffer

Resource Manager

$01 $1E  Resource Manager _ResourceBootInit     Initializes the Resource Manager
$02 $1E  Resource Manager _ResourceStartUp      Notifies the Resource Manager that an application wishes to open and use its own resource files
$03 $1E  Resource Manager _ResourceShutDown     Notifies the Resource Manager that an application is finished using its own resource files
$04 $1E  Resource Manager _ResourceVersion      Retrieves the Resource Manager version number
$05 $1E  Resource Manager _ResourceReset        Resets the Resource Manager; issued only when the system is reset
$06 $1E  Resource Manager _ResourceStatus       Returns a flag indicating whether the Resource Manager is active
$09 $1E  Resource Manager _CreateResourceFile   Initializes a resource fork with no resources
$0A $1E  Resource Manager _OpenResourceFile     Opens a specified reso1..1rce file, making it the current file, and returns a unique file ID to the calling program
$0B $1E  Resource Manager _CloseResourceFile    Updates a specified resource file, frees any memory used by the resource map and resources and closes the file
$0C $1E  Resource Manager _AddResource          Adds a resource to the current resource file
$0D $1E  Resource Manager _UpdateResourceFile   Transfers modifications made to resources in memory to the appropriate resource file
$0E $1E  Resource Manager _LoadResource         Loads a resource into memory and returns a handle to that location
$0F $1E  Resource Manager _RemoveResource       Deletes a resource from its resource file and releases any memory used by the resource
$10 $1E  Resource Manager _MarkResourceChange   Instructs the Resource Manager to write the specified resource to disk the next time its resource file is updated
$11 $1E  Resource Manager _SetCurResourceFile   Makes a specified resource file the current file
$12 $1E  Resource Manager _GetCurResourceFile   Returns the file ID of the current resource file
$13 $1E  Resource Manager _SetCurResourceApp    Tells the Resource Manager that another application will now be issuing Resource Manager calls
$14 $1E  Resource Manager _GetCurResourceApp    Returns the user ID for the application that is currently using the Resource Manager
$15 $1E  Resource Manager _HomeResourceFile     Returns the file ID of the resource file that contains a specified resource
$16 $1E  Resource Manager _WriteResource        Directs the Resource Manager to write a modified resource to its resource file
$17 $1E  Resource Manager _ReleaseResource      Sets the purge level of the memory used by a resource
$18 $1E  Resource Manager _DetachResource       Instructs the Resource Manager to dispose of its control blocks for a specified resource
$19 $1E  Resource Manager _UniqueResourceID     Returns a unique resource ID for a specified resource type
$1A $1E  Resource Manager _SetResourceID        Changes the ID of a resource to a new value
$1B $1E  Resource Manager _GetResourceAttr      Returns the attributes word for a specified resource
$1C $1E  Resource Manager _SetResourceAttr      Sets the attributes of a resource
$1D $1E  Resource Manager _GetResourceSize      Returns the size of the specified resource
$1E $1E  Resource Manager _MatchResourceHandle  Returns the type and ID of a resource, given ahandle to that resource
$1F $1E  Resource Manager _GetOpenFileRefNum    Returns the GS/OS file reference number associated with the resource fork of an open resource file
$20 $1E  Resource Manager _CountTypes           Counts the number of different resource types in all resource files available to the calling program
$21 $1E  Resource Manager _GetIndType           Finds a resource type value by means of its index
$22 $1E  Resource Manager _CountResources       Counts the number of resources of a specified type in all resource files available to the calling program
$23 $1E  Resource Manager _GetIndResource       Finds a resource of a specified type by means of its index and returns the resource ID for that resource
$24 $1E  Resource Manager _SetResourceLoad      Controls Resource Manager access to the disk when resources are loaded
$25 $1E  Resource Manager _SetResourceFileDepth Sets the number of files the Resource Manager is to search during a search operation
$26 $1E  Resource Manager _GetMapHandle         Returns a handle to the resource map for a specified resource file
$27 $1E  Resource Manager _LoadAbsResource      Loads a resource into a specified absolute memory location
$28 $1E  Resource Manager _ResourceConverter    Installs or removes a converter routine from either the application or system converter list
$29 $1E  Resource Manager _LoadResource2        It is like LoadResource expect that it returns information about the previous state of the returned handle
$2A $1E  Resource Manager _RMFindeNamedResource Takes a resource type and a resource name and finds the resource ID of the corresponding resource
$2B $1E  Resource Manager _RMGetResourceName    Returns the Pascal string name of the specified resource
$2C $1E  Resource Manager _RMLoadNamedResource  Takes a resource type and a resource name and loads the corresponding resource
$2D $1E  Resource Manager _RMSetResourceName    Sets the name of the specified resource, first removing any existing name
$2E $1E  Resource Manager _OpenResourceFileByID Starts the Resource Manager for you if it isn't already started under the specified user ID
$2F $1E  Resource Manager _CompactResourceFile  Consolidates all free blocks in an open resource file into a single free block at the end

MIDI Tool Set

$01 $20  MIDI Tool Set    _MIDIBootInit         Initializes the MIDI Tool Set; called only by Tool Locator (not by application)
$02 $20  MIDI Tool Set    _MIDIStartUp          Starts up the MIDI Tool Set for use by an application
$03 $20  MIDI Tool Set    _MIDIShutDown         Shuts down the MIDI Tool Set when an application quits
$04 $20  MIDI Tool Set    _MIDIVersion          Returns the version number of the MIDI Tool Set
$05 $20  MIDI Tool Set    _MIDIReset            Resets the MIDI Tool Set; called only on reset - not by application
$06 $20  MIDI Tool Set    _MIDIStatus           Indicates whether the MIDI Tool Set is active
$09 $20  MIDI Tool Set    _MIDIControl          Performs 18 different control functions required by the MIDI Tool Set
$0A $20  MIDI Tool Set    _MIDIDevice           Allows an application to select, load, & unload device drivers for use with the tools
$0B $20  MIDI Tool Set    _MIDIClock            Controls operation of optional time-stamp clock - allows precise timing of events
$0C $20  MIDI Tool Set    _MIDIInfo             Returns certain information about the state of the MIDI Tools
$0D $20  MIDI Tool Set    _MIDIReadPacket       Returns length of a packet of MIDI data that was transferred from input buffer to array
$0E $20  MIDI Tool Set    _MIDIWritePacket      Queues spec MIDI packet into output buffer - returns # of bytes written, if successful

Text Edit Tool Set

$01 $22  Text Edit Tool   _TEBootInit           Initializes TextEdit; called only by the Tool Locator
$02 $22  Text Edit Tool   _TEStartUp            Starts up the TextEdit Tool Set and prepares TextEdit for application use
$03 $22  Text Edit Tool   _TEShutDown           Frees memory used by TextEdit, not including memory used by individual TextEdit records
$04 $22  Text Edit Tool   _TEVersion            Retrieves the TextEdit version number
$05 $22  Text Edit Tool   _TEReset              Resets TextEdit; called only when the system is reset
$06 $22  Text Edit Tool   _TEStatus             Returns a flag indicating whether TextEdit is active
$09 $22  Text Edit Tool   _TENew                Allocates a new TextEdit record in the current port and returns the TERecord defining that record
$0A $22  Text Edit Tool   _TEKill               Deallocates a TERecord and all associated memory
$0B $22  Text Edit Tool   _TESetText            Replaces the text in a TextEdit record, including style information, with supplied text and style data
$0C $22  Text Edit Tool   _TEGetText            Returns the text from a TextEdit record, including the style information associated with that text
$0D $22  Text Edit Tool   _TEGetTextInfo        Returns an information record, of variable size, describing a TextEdit record
$0E $22  Text Edit Tool   _TEIdle               Provides processor time so that TextEdit can cause the cursor to blink and can perform other background tasks
$0F $22  Text Edit Tool   _TEActivate           Makes the specified TextEdit record active-that is, makes that record the target of user keystrokes
$10 $22  Text Edit Tool   _TEDeactivate         Deactivates a TextEdit record
$11 $22  Text Edit Tool   _TEClick              Tracks the pointer within a TextEdit record, selecting all text that it passes over until the user releases the mouse button
$12 $22  Text Edit Tool   _TEUpdate             Redraws the screen for a TextEdit record
$13 $22  Text Edit Tool   _TEPaintText          Prints the text from a TextEdit record
$14 $22  Text Edit Tool   _TEKey                Processes a keystroke for a TextEdit record
$15 $22  Text Edit Tool   _TEUndo               This routine does nothing
$16 $22  Text Edit Tool   _TECut                Copies the current selection from the active TextEdit record to the Clipboard, destroying its previous contents
$17 $22  Text Edit Tool   _TECopy               Copies the current selection from the active TextEdit record to the Clipboard, destroying its previous contents
$18 $22  Text Edit Tool   _TEPaste              Replaces the current selection with the contents of the Clipboard, including both text and style information
$19 $22  Text Edit Tool   _TEClear              Clears the current selection in the active TextEdit record and redraws the screen
$1A $22  Text Edit Tool   _TEInsert             Inserts a block of text before the current selection in a TextEdit record and redraws the text screen
$1B $22  Text Edit Tool   _TEReplace            Replaces the current selection in a TextEdit record with a specified block of text and redraws the text screen
$1C $22  Text Edit Tool   _TEGetSelection       Returns information defining the current selection for a TextEdit record
$1D $22  Text Edit Tool   _TESetSelection       Sets the current selection for a TextEdit record
$1E $22  Text Edit Tool   _TEGetSelectionStyle  Returns all style information for the text in the current selection in a TextEdit record.
$1F $22  Text Edit Tool   _TEStyleChange        Changes the style information for the current selection in a TextEdit record
$20 $22  Text Edit Tool   _TEOffsetToPoint      Converts a text byte offset into a pixel position expressed in the local coordinates of the GrafPort
$21 $22  Text Edit Tool   _TEPointToOffset      Converts a pixel position into a text byte offset to the text for the record
$22 $22  Text Edit Tool   _TEGetDefProc         Returns the address of the TextEdit control definition procedure
$23 $22  Text Edit Tool   _TEGetRuler           Returns the ruler definition for a TextEdit record
$24 $22  Text Edit Tool   _TESetRuler           Sets the ruler for a TextEdit record
$25 $22  Text Edit Tool   _TEScroll             Causes the text in a TextEdit record to scroll
$26 $22  Text Edit Tool   _TEGetInternalProc    Returns a pointer to the low-level procedure routine for TextEdit
$27 $22  Text Edit Tool   _TEGetLastError       Returns the last error code generated for a TextEdit record
$28 $22  Text Edit Tool   _TECompactRecord      Compresses all the TextEdit data structures in a specified TextEdit record

ProDOS 16

$01 %00  ProDOS 16        CREATE                Creates a standard file, extended file, or subdirectory file on a volume
$02 %00  ProDOS 16        DESTROY               Deletes a spec standard, extended, or subdir file & updates file system to show deletion
$04 %00  ProDOS 16        CHANGE_PATH           Changes a file's pathname to another pathname on the same volume, or renames a volume
$05 %00  ProDOS 16        SET_FILE_INFO         Sets certain file attributes of existing block file & immediately modifies directory entry
$06 %00  ProDOS 16        GET_FILE_INFO         Returns certain file attributes of existing block file
$08 %00  ProDOS 16        VOLUME                Returns name of volume mounted in specified device along with other info about volume
$09 %00  ProDOS 16        SET_PREFIX            Sets one of the number pathname prefixes to a specified value
$0A %00  ProDOS 16        GET_PREFIX            Returns current value of any one of the numbered prefixes
$0B %00  ProDOS 16        CLEAR_BACKUP_BIT      Alters a file's state info to indicate file has been backed up & not altered since backup
$10 %00  ProDOS 16        OPEN                  Causes GS/OS to establish an access path to a file & allows subsequent reads & writes
$11 %00  ProDOS 16        NEWLINE               Enables or disables the newline read mode for an open file & spec enable mask & character
$12 %00  ProDOS 16        READ                  Attempts to transfer # of bytes requested, starting at current mark, into file buffer
$13 %00  ProDOS 16        WRITE                 Attempts to transfer # bytes spec from applications buffer to the spec file, at mark
$14 %00  ProDOS 16        CLOSE                 Closes access path to specified file, releasing all resources & buffered data for file
$15 %00  ProDOS 16        FLUSH                 Writes to volume all file state info that's buffered in mem but not yet written to volume
$16 %00  ProDOS 16        SET_MARK              Sets the file mark to a specified value (position where next byte will be accessed)
$17 %00  ProDOS 16        GET_MARK              Returns the current file mark for the specified file
$18 %00  ProDOS 16        SET_EOF               Sets logical size of oepn file to spec value which may be larger or smaller than current
$19 %00  ProDOS 16        GET_EOF               Returns current logical size of a specified file
$1A %00  ProDOS 16        SET_LEVEL             Sets current value of the system file level
$1B %00  ProDOS 16        GET_LEVEL             Returns current value of system file level
$1C %00  ProDOS 16        GET_DIR_ENTRY         Returns info about a directory entry in the volume directory or a subdirectory
$20 %00  ProDOS 16        GET_DEV_NUMBER        Returns device number of a device identifed by device name or volume name
$21 %00  ProDOS 16        GET_LAST_DEV          Returns the device number of the last accessed device (use with caution)
$22 %00  ProDOS 16        READ_BLOCK            Reads one 512-byte block of information from disk specified by device number
$23 %00  ProDOS 16        WRITE_BLOCK           Writes one 512-byte block of information to disk specified by device number
$24 %00  ProDOS 16        FORMAT                Puts up dialog box that allows user to physically format a volume & chose file system
$25 %00  ProDOS 16        ERASE_DISK            Puts up dialog box that allows user to erase a spec volume (does not physically format)
$27 %00  ProDOS 16        GET_NAME              Returns the filename (not complete pathname) of currently running application program
$28 %00  ProDOS 16        GET_BOOT_VOL          Returns volume name of volume from wich the file GS/OS was last loaded & executed (*/)
$29 %00  ProDOS 16        QUIT                  Terminates the running application, closes all open files, then launches next application
$2A %00  ProDOS 16        GET_VERSION           Returns the version number of the GS/OS operating system
$2C %00  ProDOS 16        D_INFO                Returns general information about a device attached to the system (devNum & devName)
$31 %00  ProDOS 16        ALLOC_INTERRUPT       Places address of an interrupt handler into GS/OS interrupt vector table
$32 %00  ProDOS 16        DEALLOC_INTERRUPT     Removes a specified interrupt handler from the interrupt vector table

GS/OS

$01 %20  GS/OS            CreateGS              Creates a standard file, extended file, or subdirectory file on a volume
$02 %20  GS/OS            DestroyGS             Deletes a spec standard, extended, or subdir file & updates file system to show deletion
$03 %20  GS/OS            OSShutdownGS          Allows application to shut down OS in prep for power down or cold reboot of machine
$04 %20  GS/OS            Change_PathGS         Changes a file's pathname to another pathname on the same volume, or change name of volume
$05 %20  GS/OS            Set_File_InfoGS       Sets certain file attributes of existing block file & immediately modifies directory entry
$06 %20  GS/OS            Get_File_InfoGS       Returns certain file attributes of existing block file
$07 %20  GS/OS            JudgeNameGS           Allows the caller to verify the syntax of a file name, directory name or volume name
$08 %20  GS/OS            VolumeGS              Returns name of volume mounted in specified device along with other info about volume
$09 %20  GS/OS            Set_PrefixGS          Sets one of the number pathname prefixes to a specified value
$0A %20  GS/OS            Get_PrefixGS          Returns current value of any one of the numbered prefixes
$0B %20  GS/OS            Clear_BackupGS        Sets file's state info to indicate that file has been backed up & not altered since backup
$0C %20  GS/OS            Set_Sys_PrefsGS       Sets value of current global system preferences - values affect behavior of sys calls
$0D %20  GS/OS            NullGS                Executes any pending events in Scheduler & GS/OS event queue - flushes queues
$0E %20  GS/OS            Expand_PathGS         Converts input pathname into full pathname with ":" as separators, optionally changin case
$0F %20  GS/OS            Get_Sys_PrefsGS       Returns value of current global system preferences - values affect behavior of sys calls
$10 %20  GS/OS            OpenGS                Causes GS/OS to establish an access path to a file & allows subsequent reads & writes
$11 %20  GS/OS            NewLineGS             Enables or disables newline read mode for an open file, & spec enable mask & character
$12 %20  GS/OS            ReadGS                Attempts to transfer # of bytes requested, starting at current mark, into file buffer
$13 %20  GS/OS            WriteGS               Attempts to transfer # bytes spec from applications buffer to the spec file, at mark
$14 %20  GS/OS            CloseGS               Closes access path to specified file, releasing all resources & buffered data for file
$15 %20  GS/OS            FlushGS               Writes to volume all file state info that's buffered in mem but not yet written to volume
$16 %20  GS/OS            Set_MarkGS            Sets the file mark to a specified value (position where next byte will be accessed)
$17 %20  GS/OS            Get_MarkGS            Returns the current file mark for the specified file
$18 %20  GS/OS            Set_EOFGS             Sets logical size of oepn file to spec value which may be larger or smaller than current
$19 %20  GS/OS            Get_EOFGS             Returns current logical size of a specified file
$1A %20  GS/OS            Set_LevelGS           Sets current value of the system file level
$1B %20  GS/OS            Get_LevelGS           Returns the current value of the system file level
$1C %20  GS/OS            Get_Dir_EntryGS       Returns info about a directory entry in the volume directory or a subdirectory
$1D %20  GS/OS            Begin_SessionGS       Tells GS/OS to begin deferring block writes to disk - block cache until EndSession
$1E %20  GS/OS            End_SessionGS         Flushes any deferred block writes occuring during write-deferral session & resume norm
$1F %20  GS/OS            Session_StatusGS      Returns a value that tells if a write-deferral session is in progress
$20 %20  GS/OS            Get_Dev_NumberGS      Returns device number of a device identifed by device name or volume name
$21 %20  GS/OS            Get_Last_DevGS        Returns the device number of the last accessed device (use with caution)
$24 %20  GS/OS            FormatGS              Puts up dialog box that allows user to physically format a volume & chose file system
$25 %20  GS/OS            Erase_DiskGS          Puts up dialog box that allows user to erase a spec volume (does not physically format)
$26 %20  GS/OS            ResetCacheGS          Provides a way to resize the GS/OS cache and be able to use the resized cache immediately
$27 %20  GS/OS            Get_NameGS            Returns the filename (not complete pathname) of currently running application program
$28 %20  GS/OS            Get_Boot_VolGS        Returns volume name of volume from wich the file GS/OS was last loaded & executed (*/)
$29 %20  GS/OS            QuitGS                Terminates the running application, closes all open files, then launches next application
$2A %20  GS/OS            Get_VersionGS         Returns the version number of the GS/OS operating system
$2B %20  GS/OS            Get_FST_InfoGS        Returns general information about a specified File System Translator
$2C %20  GS/OS            D_InfoGS              Returns general information about a device attached to the system
$2D %20  GS/OS            D_StatusGS            Returns status information about a specified device
$2E %20  GS/OS            D_ControlGS           Sends control info to a specified device
$2F %20  GS/OS            D_ReadGS              Performs a device-level read on a specified device
$30 %20  GS/OS            D_WriteGS             Performs a device-level write to a specified device
$31 %20  GS/OS            Bind_IntGS            Places address of an interrupt handler into GS/OS's interrupt vector table
$32 %20  GS/OS            Unbind_IntGS          Removes a specified interrupt handler from the interrupt vector table
$33 %20  GS/OS            FSTSpecificGS         Call that can be defined individually for any file system translator
$34 %20  GS/OS            AddNotifyProcGS       Adds a notification queue to the notification queue
$35 %20  GS/OS            DelNotifyProcGS       Removes a notification procedure from the notification queue
$36 %20  GS/OS            D_RenameGS            Replaces a device name as specificed in a device information block
$39 %20  GS/OS            GetRefInfoGS          Returns the access attributes and full pathname for an open file when the reference number is given as input
$3A %20  GS/OS            SetStdRefNumGS        Allows the caller to explicitly set the reference number associated with one of the standard I/O channels
